e2f1averages,e2f1errors,e2f4averages,e2f4errors
-0.01616005,0.002021383,0.000668246,0.000621892
0.030986925,0.00190111,0.001064864,0.000453319
0.033381919,0.001733223,0.008710005,0.00096792
-0.032561428,0.003782279,-0.008685102,0.001561976
-0.018437136,0.001783686,0.001320029,0.000999757
0.017616644,0.002532029,-0.001344931,0.00138579
0.035921697,0.001613684,0.007768061,0.00157983
-0.030048268,0.002362758,0.003103454,0.001615585
-0.010474414,0.00275738,-0.000715944,0.001071223
0.004600985,0.002385172,-0.010155571,0.001362875
0.026025099,0.002431506,-0.002484374,0.001075678
-0.034227972,0.001718869,0.004485489,0.000928149
0.005832647,0.001570242,0.000767696,0.001277928
0.002370226,0.003173897,-0.002768812,0.001217533
0.046339771,0.002432279,0.009459386,0.001145031
-0.02870235,0.001617487,-0.005468054,0.001560853
-0.027748521,0.001912216,-0.002278023,0.001234456
0.010111099,0.001970917,-0.001713308,0.000499533
0.044679948,0.002596764,0.013871961,0.000621418
-0.051364263,0.002291065,-0.003254402,0.000959547
-0.007197291,0.002160764,-0.013391128,0.000839439
0.013881607,0.002834754,0.002773568,0.001216608
0.025303425,0.003002039,0.007928713,0.00125288
-0.046703112,0.00207153,-0.007915877,0.000758711
-0.014059268,0.001733814,-0.003947701,0.001165044
0.035458955,0.002342865,0.003934865,0.001601375
0.062915188,0.002005755,0.023253919,0.00100784
-0.064615272,0.001618566,-0.015051478,0.001909998
0.018273159,0.001911591,-0.01185497,0.001372514
-0.016573075,0.002471644,0.003652528,0.000814491
0.060813564,0.001891087,0.021388467,0.002039237
-0.067853101,0.001990584,-0.02093615,0.001109708
0.016172471,0.002326428,0.000317816,0.001014906
-0.009132934,0.002171044,-0.000770134,0.001013444
0.024145644,0.004675566,0.004244327,0.001795505
-0.042844038,0.00500242,-0.012786394,0.001734707
0.025951029,0.005378603,-0.00358728,0.00302007
-0.019288765,0.002223902,-0.009802071,0.001531346
-0.000877794,0.004559646,-0.003843959,0.001950748
0.02298482,0.004435607,0.008407288,0.001619734
0.034013407,0.004582752,0.010982705,0.001283284
-0.015793723,0.003645768,-0.00370136,0.001656301
0.003374669,0.005513739,-0.006831316,0.001225737
0.009201436,0.004648335,-0.002745986,0.002691752
0.002022558,0.00325775,0.00268048,0.002161135
-0.004340581,0.003550926,-0.004366878,0.001670398
-0.001430216,0.003618714,-0.002155859,0.001737512
0.010190148,0.003773285,0.005936043,0.002277934
-0.03695885,0.004188377,0.000621023,0.002574119
-0.005019173,0.004236594,0.01131913,0.002178368
-0.007420916,0.004980279,0.001109333,0.0021172
0.005746624,0.004681537,-0.003242998,0.003016093
0.001971784,0.005943787,-0.01354239,0.002121914
0.046042134,0.003368916,0.012300725,0.001713714
0.014287746,0.003359512,-0.005849834,0.001728142
0.009399256,0.003415014,0.010149336,0.002002704
0.003544277,0.004420668,-0.006300612,0.002114447
0.000213046,0.003330271,0.008771987,0.001183438
-0.019509739,0.005991168,0.013022481,0.002108544
-0.023542617,0.00551673,0.009629785,0.001932149
-0.009406136,0.005404545,0.002543368,0.001644907
-0.027677064,0.004417272,-0.004410852,0.002149147
-0.008561392,0.003420764,-0.007500499,0.000964279
0.021007278,0.003944247,0.015725918,0.001809669
0.006567884,0.004248185,-0.015236979,0.001504643
-0.002266529,0.003068701,-0.011997422,0.002303773
-0.005552053,0.004019041,0.00091412,0.002299948
-0.010833655,0.004715033,0.003083191,0.001941238
-0.020044448,0.006467311,-0.00137937,0.001960546
0.015957356,0.004823646,-0.000618941,0.001143785
-0.024212843,0.003036997,0.005431734,0.002724872
-0.039594715,0.003670048,-0.004464437,0.001950374
-0.004751588,0.005387347,0.004586927,0.001406815
-0.01186233,0.002514185,-0.010915672,0.003086572
-0.006944558,0.0056898,-0.003890959,0.001583904
-0.002391864,0.005988593,-0.021445204,0.00181861
0.012147452,0.003703788,-0.013324472,0.001493283
0.082460896,0.005312451,0.029024385,0.002681648
-0.005102383,0.003615115,-0.005279906,0.001217507
-0.000722213,0.003127543,-0.00320764,0.001628678
0.025329838,0.004838966,0.022730016,0.003002495
-0.018233082,0.005170903,0.000384278,0.001962039
-0.001606691,0.004056049,0.0010147,0.001585076
0.015326797,0.003411532,0.001471639,0.001934661
-0.006044461,0.002817251,0.01658976,0.002002484
-0.030451203,0.004774708,-0.003443412,0.001025002
0.031969628,0.005109637,0.005410366,0.002054461
0.001787519,0.002725042,-0.010413667,0.002245091
-0.031998461,0.00425877,-0.007665425,0.003115336
0.009287045,0.004543291,0.004123994,0.002302424
-0.012219559,0.005255506,-0.005635491,0.001426035
-0.007347075,0.006878149,0.005785411,0.00207613
-0.019769637,0.003187665,-0.004457874,0.00215807
0.009780405,0.004035448,0.005081307,0.001980064
0.013159783,0.005200874,-0.008338417,0.001469403
0.020508381,0.003365773,0.003828713,0.003189179
0.00346225,0.002784402,-0.00028589,0.00233772
0.002779263,0.003583278,-0.004235004,0.001794853
-0.0022841,0.003912711,0.002292962,0.001751343
-0.027880962,0.004588861,-0.008239782,0.001066564
0.00907525,0.004916679,0.006991388,0.002339815
0.030655795,0.004653373,0.006237912,0.001009199
0.004370523,0.003871077,8.78E-07,0.001795264
0.018178368,0.005552454,0.00338687,0.002481457
-0.034342718,0.004478385,-0.007312718,0.001338799
-0.020810446,0.002662224,-0.007549592,0.002176989
-0.022985694,0.00645505,-0.001030808,0.001637065
0.002504781,0.00429604,0.000459059,0.001412814
0.030471851,0.005004697,0.002282031,0.00215847
-0.008157034,0.003857513,-0.003629561,0.001864312
-0.012895614,0.00330777,0.007008148,0.000892292
0.001171178,0.003853252,-0.001059267,0.001022391
-0.01014036,0.002236533,-0.009067293,0.000946574
0.034124319,0.004043822,0.001554714,0.000925882
-0.003300816,0.004198395,0.004045231,0.002579258
0.02132281,0.004098685,0.001363664,0.000940917
0.001412937,0.003337766,0.002269217,0.001714286
0.001731806,0.002805528,-0.006529805,0.001194855
0.002189967,0.005632462,-0.020634386,0.002078929
-0.013502909,0.004050691,0.015426042,0.001494929
-0.009135106,0.004282511,-0.007721093,0.001290337
0.015024927,0.00217227,0.016607956,0.001666875
0.018177813,0.003785524,0.005358392,0.002235843
-0.017570659,0.002383784,0.002492683,0.001993852
-0.006902847,0.005484136,-0.002902371,0.001874659
0.007103327,0.004082093,-0.00334511,0.001697368
-0.017645816,0.001634023,-0.008158653,0.001689189
-0.000584493,0.004516906,-0.011221177,0.001934232
0.014414301,0.003610336,0.021822601,0.001617671
-0.014339953,0.00396256,-0.004163822,0.001313313
0.044845252,0.004438338,0.021593479,0.00337979
-0.03268532,0.005625857,-0.006458566,0.001199512
-0.044544681,0.003486687,-0.024429054,0.002601504
-0.002914439,0.004972775,0.005958857,0.00185734
0.001747481,0.004200065,0.001203381,0.002599561
-0.000849286,0.005302121,-0.003416949,0.002804717
-0.002107825,0.003473343,0.002570188,0.001525324
-0.022870491,0.002619936,-0.009132615,0.002119223
-0.021120258,0.004005142,-0.015751667,0.001532806
-0.010643763,0.003903897,0.013223903,0.002127179
0.034361252,0.004939888,-0.003645313,0.002324603
-0.017602994,0.003025421,-0.006385422,0.00237811
0.029752254,0.002407427,0.016160582,0.002613428
0.010729325,0.003107541,0.006281806,0.001848818
0.006819881,0.00350271,-0.019716383,0.001558345
0.012922195,0.003483745,0.022601956,0.002539571
-0.002822538,0.005483594,-0.007819803,0.000773512
0.031344698,0.002715181,-0.000707299,0.000997679
-0.040213877,0.003537516,-0.009763194,0.001342023
0.009757509,0.005103297,-0.004984385,0.001665622
0.023449677,0.003456738,0.017328686,0.002461382
0.002805886,0.00395716,-0.015004152,0.001577651
0.019993565,0.004623806,0.019638468,0.002138367
0.004734466,0.003531245,0.000320032,0.003298444
0.005251168,0.00357219,-0.011409661,0.00126797
-0.005068964,0.0032151,0.009826072,0.002088729
0.00402112,0.003810937,0.013846811,0.002038835
-0.005802202,0.003374377,-0.004435053,0.002078716
-0.013527578,0.002320765,1.34E-03,0.000894062
-0.011594228,0.006174988,-0.010183177,0.00104636
-0.008360403,0.00279515,0.012130373,0.001369872
0.010742687,0.004437465,-0.007814721,0.001561149
0.033085376,0.002570161,-0.001735349,0.001944099
-0.008317488,0.00332834,9.65E-03,0.002142602
0.027162194,0.004178885,0.018534117,0.003162045
-0.015492283,0.003501931,-0.006337619,0.001188774
0.002135616,0.002344069,0.008028777,0.001473296
-0.001598826,0.003389968,-0.01130233,0.001689963
-0.021641386,0.003880806,-5.93E-03,0.002168369
0.013205822,0.003302516,-0.004833959,0.001963013
-0.053781749,0.004025274,-0.016465859,0.001659491
-0.009958404,0.006126293,-0.003243853,0.001998199
-0.000192339,0.003879979,-0.006093585,0.002096836
-0.010337878,0.006834322,0.000871655,0.003146948
-0.00221857,0.00079634,0.001294881,0.001572273
0.005276311,0.005921629,-0.000631713,0.000725561
0.006189864,0.003800528,-0.001214062,0.001321398
0.029983067,0.002573532,0.001233473,0.001291607
-0.012723803,0.002980065,0.001977641,0.002117913
0.023677471,0.003501832,-0.001035574,0.001828222
-0.008751698,0.005468542,-0.012444475,0.002507546
0.029555678,0.003130639,0.009400966,0.001302661
-0.015959328,0.002778518,-0.011379021,0.001797543
-0.012425447,0.003381613,-0.000269784,0.001514975
0.014766395,0.002745363,0.012176009,0.002039394
0.02025044,0.003644864,-0.000135393,0.002354568
-0.020154872,0.004577002,-0.015612109,0.001970341
0.038683287,0.005628496,0.01801232,0.002163132
-0.024105865,0.00439102,-0.010977483,0.001010401
-0.020014634,0.003503695,0.015752117,0.002095147
0.028323083,0.002232746,0.0074918,0.002140815
-0.013522254,0.002802003,-0.005370277,0.001211058
-0.021553593,0.004026261,-9.71E-05,0.001953936
-0.017168778,0.003147549,-0.001778683,0.002273319
-0.000213434,0.002804265,-0.001793635,0.001601129
-0.000153181,0.004975927,0.007107503,0.002032804
-0.027385232,0.002347422,-0.027126926,0.001520719
0.007074877,0.006693016,-0.001020684,0.002307361
0.018983641,0.003361479,0.008929874,0.001495376
-0.020731533,0.003465647,0.00168055,0.002759833
0.01243577,0.005077579,0.008806084,0.001692679
-0.041466483,0.002628269,0.006585211,0.002173875
0.010932266,0.003955474,-0.011699859,0.002366593
0.005825484,0.007375772,-0.003189715,0.00104699
0.024072102,0.002361528,0.009305772,0.001843247
0.021121525,0.003849218,0.015164961,0.002128462
6.52E-05,0.002839783,-0.003201277,0.001208837
0.006645715,0.00245926,0.00305707,0.002182931
-0.005814693,0.00377622,-0.004586616,0.00152606
-0.025355155,0.004810198,-0.013064322,0.001258642
-0.007162584,0.002815277,0.004404274,0.001186766
-0.021905523,0.003028771,-0.006920774,0.001812754
0.015079,0.00328394,0.018166059,0.002923515
-0.000327647,0.000717519,0.000699025,0.000890586
-0.01198031,0.004093495,0.006993194,0.001516293
0.015213257,0.003488436,-0.004685905,0.001958949
-0.014153775,0.002331722,-0.007169345,0.002262909
0.01064261,0.006694157,-0.011319758,0.002038006
0.010296346,0.002014182,0.007331586,0.0013285
-0.027778753,0.003911343,0.000572762,0.000901841
-0.002184169,0.003105224,-0.004539053,0.002151275
0.022399994,0.00442991,0.001804003,0.001843033
0.024829813,0.003481164,0.001927437,0.00095857
-0.009768266,0.004342835,0.000971201,0.001299366
0.005299515,0.005969588,0.007763551,0.002863755
0.023088186,0.003418323,0.001515938,0.001932046
-0.021508406,0.004106254,0.008203607,0.001282612
0.045606923,0.004208927,0.001168386,0.001955141
-0.011160441,0.003476646,0.003540697,0.001968268
4.75E-05,0.003373689,-0.010059759,0.001350805
0.016847636,0.002795794,0.005062162,0.001531968
-0.017178675,0.004842392,0.010699369,0.00181691
-0.003300868,0.003418115,-0.011300476,0.001766043
-0.003066815,0.004645646,0.004340821,0.001206445
0.001879321,0.005792327,-0.004339718,0.003388962
-0.025999185,0.003200941,0.007966094,0.002268237
-0.011717082,0.002926381,-0.007114484,0.001805913
0.04194121,0.005765982,0.000616882,0.002408014
-0.006927349,0.003291151,0.002980157,0.001440113
0.050631994,0.006078568,0.006501746,0.001507445
-0.019303083,0.004634139,-0.002889013,0.001018755
-0.003590938,0.00311936,-0.003851202,0.001537687
0.02970476,0.003485819,0.01737711,0.001249736
0.018218284,0.00364347,-0.007484575,0.000878897
-0.036392377,0.003538154,0.005905103,0.001357921
-0.018351048,0.003583409,-0.003224815,0.001722005
0.015591968,0.002764418,-0.007791586,0.001747167
-0.010003847,0.002652164,-0.017017331,0.002437291
-0.007536208,0.003684891,0.020399449,0.001147035
-0.017594461,0.002354861,-0.010168003,0.001514504
-0.012352032,0.005955076,0.006845416,0.001443155
0.036797648,0.005026399,0.004217153,0.001413644
-0.002275699,0.002310626,-0.00748056,0.001923663
-0.030762912,0.003807769,0.004296268,0.002657729
0.002315647,0.003607585,0.000906,0.001321219
0.01205696,0.003032439,-0.011907127,0.001488315
-0.028593538,0.003898338,0.015706331,0.002914001
0.016853319,0.004429382,-0.014409103,0.00192053
-0.033107867,0.002575098,-0.021463772,0.002136369
-0.027244195,0.00391441,-0.00661956,0.00149209
0.003193803,0.0042407,-0.015597483,0.002725975
0.00445025,0.003608421,0.007234573,0.001439436
-0.014856247,0.004233497,0.015243464,0.001606989
-0.021582371,0.004944256,-0.018411639,0.002593109
0.018759794,0.004724848,0.004030609,0.003290263
0.024450439,0.003591245,0.01128908,0.001078078
0.013270215,0.00412373,-0.005923343,0.002045256
-0.022312819,0.003967053,-0.001874802,0.002166458
0.018752476,0.002582816,0.000319469,0.002421573
-0.012120142,0.002473297,-0.004825675,0.002234424
0.010578756,0.003720944,-0.004251578,0.001029809
0.003964674,0.002728042,0.007976871,0.001544345
-0.016724195,0.003183038,-1.09E-02,0.003944123
0.015349772,0.004974617,0.040800506,0.002976567
0.001249306,0.002911677,-0.001726229,0.001384953
0.011838684,0.002684041,0.012080077,0.001968185
0.019043643,0.002864663,-0.002185945,0.001802142
0.018867922,0.002273114,-0.000655062,0.000500031
-0.018455346,0.003967173,-0.00031316,0.002198986
0.00164232,0.003998837,0.017168939,0.001649034
-0.013750946,0.003986681,-0.001999303,0.001279986
0.019195478,0.004951297,-0.016830196,0.001425537
0.016023105,0.00374295,-0.004298465,0.001880805
-0.010877662,0.005983773,0.008382489,0.002528023
0.013573394,0.002602447,0.002160668,0.001328186
-0.034597744,0.005397859,-0.004378879,0.001355017
0.011549826,0.00272266,-0.005800681,0.001231193
-0.049835413,0.005319968,-0.005973393,0.002336883
0.0537344,0.002661309,0.008402274,0.002224943
-0.004901493,0.006443044,-0.008721793,0.00184473
0.024285165,0.005341481,0.006897634,0.00140748
-0.026024293,0.00299724,-0.001702988,0.002082175
-0.056264333,0.002456973,-0.011041038,0.002509348
0.034341254,0.005062736,0.008237108,0.001649638
0.03637225,0.004232344,-0.010271867,0.001903871
0.015250101,0.004506053,0.008009167,0.001639804
0.006555676,0.004833708,0.016011262,0.001943229
-0.009758332,0.003550697,-0.014604234,0.001916391
-0.024517428,0.002525476,-0.009774377,0.002928573
0.009690987,0.003641548,0.006919872,0.001492134
-0.003103599,0.003499472,0.000531536,0.001992773
-0.007385331,0.004051065,-0.006014659,0.001148587
0.000766622,0.001252603,-0.004398645,0.001059047
0.002830424,0.003267638,-0.009020001,0.001750529
-0.005394687,0.002608282,0.000497689,0.000819502
0.006812245,0.003659746,0.006215894,0.001424972
-0.011719081,0.004146303,-0.001470763,0.001343895
0.016610679,0.002980517,0.014631139,0.002722572
-0.004102915,0.00180604,0.013225349,0.00164356
-0.001660673,0.00246072,-0.014184845,0.001732504
-0.021282316,0.005301567,-0.001435066,0.001321733
-0.009649999,0.004252459,-5.74E-04,0.001614116
-0.009420151,0.002570678,-0.004993399,0.002136686
-0.006770106,0.004916526,-0.000558041,0.001859607
0.016137948,0.005386688,0.000425684,0.003795506
-0.015896104,0.003702361,-0.006660913,0.001677283
0.008794524,0.004100385,0.01729236,0.002227621
-0.014864596,0.003893135,7.31E-05,0.002661348
0.008359979,0.003104809,0.007422285,0.001800368
0.039751846,0.004191085,-0.016293758,0.000616248
-0.013829041,0.003238727,-0.013647275,0.001835085
-0.011298143,0.006800149,0.011150451,0.001760706
-0.026258377,0.003319769,0.003306126,0.001088344
0.003748364,0.004320404,-0.005965675,0.002205572
0.030370498,0.004168721,-0.006593687,0.002269417
0.010960123,0.001832172,0.001537125,0.001652322
-0.026824069,0.003310041,-0.00379431,0.002572852
-0.027745599,0.00487534,0.006382706,0.001385603
0.007074144,0.003364956,0.01222262,0.002007028
0.025103507,0.004766002,0.003879919,0.001858969
6.50E-03,0.004869612,7.00E-03,0.002555065
-0.003669469,0.003046497,0.006169843,0.002305243
0.016897611,0.006904819,-0.021715001,0.002702433
-1.39E-03,0.004189975,-3.57E-03,0.002196882
-0.039781046,0.00321962,-0.004490235,0.00202325
-0.018009836,0.003879113,-0.006053014,0.002390812
0.008210841,0.002237503,-0.003598539,0.001621281
0.014040452,0.004576281,0.009850385,0.001255262
0.034396587,0.002415092,0.005439147,0.001546765
0.01079131,0.003653512,0.003741002,0.001050912
-0.013977279,0.004086063,-0.010858388,0.001452271
-0.013693738,0.001570033,-0.004487863,0.001026615
0.011967829,0.003589307,4.07E-05,0.001840454
0.029108519,0.00381114,0.002899556,0.002054983
-0.005777841,0.005251736,0.001185164,0.001807472
-0.018480293,0.004417474,-0.007527277,0.001717462
-0.016777133,0.003877963,-0.014262867,0.002341826
-0.000211308,0.003455249,-0.003758801,0.001995258
-0.004922194,0.006612596,0.012837682,0.002085619
0.011024219,0.004308017,0.015470516,0.00236241
0.011641848,0.004711779,0.003556243,0.00153386
-0.027127918,0.004798782,0.004462466,0.001674189
0.022431501,0.002949032,-0.00109246,0.001655574
0.01676523,0.003606551,0.006892159,0.002632117
0.031194882,0.004215912,0.018726614,0.001532266
-0.009864634,0.003734371,-0.004667042,0.001317273
-0.015904582,0.001452047,0.000865125,0.001234098
0.015278628,0.001901964,-0.000752553,0.00077898
-0.01402393,0.002582633,-0.006970286,0.002033939
-0.000811273,0.003931394,0.004970069,0.001369958
0.029471499,0.004758186,0.014736914,0.002374697
-0.009510234,0.003002455,-0.00203322,0.001798803
-0.033688764,0.005788222,-0.003714788,0.001987322
-0.00387078,0.004163636,-0.004455923,0.002396813
-0.01309156,0.004498976,-0.020078412,0.001981905
0.006677075,0.003602738,0.012981361,0.001812854
-0.016313743,0.002531118,-0.012053294,0.001439787
0.014522245,0.002488627,0.011635125,0.002383
0.03063038,0.003788871,-0.002418995,0.002049381
0.001108085,0.002540423,-0.006061311,0.001495996
0.010515033,0.003381039,-0.003460744,0.002158182
-0.011970027,0.005045984,-0.000485465,0.002011022
-0.000474405,0.002866213,-0.001985861,0.001331796
0.002163093,0.002681708,-0.009528519,0.001904228
-0.020445526,0.003825193,-0.0102636,0.002528764
-0.011948898,0.004024228,-0.000743104,0.001213714
0.039487669,0.005014466,0.028285527,0.002633898
-0.000130224,0.005684584,-0.00056155,0.002401784
-0.009713059,0.002269512,-0.00573069,0.001867144
0.035098808,0.003295775,0.031824203,0.001945566
-0.024393368,0.003621231,-0.009646883,0.003188837
-0.002560554,0.003208773,0.007979016,0.00257475
0.000303841,0.002863024,0.000808655,0.002047524
-0.014556594,0.00387531,0.00034789,0.001539034
-0.008250624,0.004705869,-0.00467942,0.002819879
0.012598153,0.004027715,-0.015286758,0.002140295
-0.022817282,0.005590901,0.002746221,0.002260979
0.022760093,0.005156878,-0.005435928,0.001385036
0.006973168,0.00360166,-0.012251744,0.002485297
-0.025574359,0.002614161,-0.001672337,0.002377027
0.024037073,0.005009373,0.020171291,0.001938915
-0.02889047,0.003520129,0.002652342,0.001307366
-0.001907983,0.003005587,-0.009178554,0.001536956
-0.003324515,0.003865117,-0.010975078,0.001509455
0.026276507,0.003843353,0.012749249,0.002594196
-0.007077795,0.004649704,-0.013663659,0.002294897
0.007234551,0.004413617,0.007613762,0.001282814
-0.008766922,0.004721795,0.002247225,0.001624352
0.028857727,0.002922855,0.000897775,0.002727666
-0.030494624,0.004349511,-0.005214226,0.001447957
-0.031672785,0.003287132,0.002277978,0.001865667
0.020690688,0.003336113,0.007999958,0.002735984
0.004038639,0.004104191,0.011155353,0.001481047
-0.018647476,0.004348199,-0.006164738,0.001100189
0.002894544,0.003122999,-0.006556187,0.001525275
-0.007298305,0.00204852,0.00365522,0.001885719
0.01452581,0.003322675,-0.009857764,0.001767483
0.026739084,0.005834362,0.005106718,0.001535623
-0.022591342,0.004976486,-0.013529852,0.002283602
-0.021229035,0.002901227,-0.008623409,0.002147996
0.008156387,0.005147236,-0.011530989,0.002506713
0.00836536,0.002617413,-0.005117771,0.0021015
-0.022107714,0.002710101,-0.003982394,0.001793
0.017004582,0.002337846,0.002790569,0.001542011
-0.023142923,0.003117228,-0.002295891,0.001394126
0.014487071,0.004246838,-0.002754521,0.001039189
0.003922219,0.004403778,0.025318671,0.003204488
0.031053418,0.003678645,0.013840629,0.001586113
0.024098343,0.002720628,0.010859367,0.000767815
0.021887102,0.003702586,0.026482471,0.001971464
-0.009917567,0.003228256,0.003424729,0.002018137
-0.013136607,0.003263967,-0.011599123,0.001528206
-0.010932201,0.003603876,-0.009118487,0.001883975
0.00200477,0.002818478,-0.011954504,0.002067162
-0.006445257,0.004538511,-0.001284069,0.002173331
-0.002349355,0.003012553,0.005603886,0.000896309
0.008654289,0.004937851,0.003271374,0.002297547
-0.02928828,0.003900607,-0.00813116,0.001720858
0.000805531,0.002619075,-0.004298061,0.002319506
0.013317186,0.004111009,-0.01077082,0.001953642
0.007459399,0.001550828,-0.006363704,0.000862629
-0.014211831,0.002425825,-0.000357674,0.001992829
0.003161522,0.003407574,-0.002994179,0.002728456
-0.011840032,0.002666258,0.001417368,0.000884517
-0.012617597,0.002846163,-0.009375388,0.001237519
-0.000454313,0.004280514,0.012883127,0.001625298
-0.004959348,0.003666423,-0.017566603,0.001320152
0.022124684,0.003698864,0.007138506,0.002386171
0.004486513,0.002913509,0.016548768,0.003156174
-0.006046126,0.003662037,0.000124381,0.001630487
0.00963264,0.004187787,0.008373715,0.001562094
-0.022984585,0.004156388,-0.013060839,0.002400924
-0.005685725,0.003300397,-0.011179596,0.001200252
0.01498314,0.003240383,0.009697318,0.002268633
0.026413395,0.00338828,0.019544916,0.002480818
0.008749033,0.004215866,0.002251397,0.00176508
-0.02309312,0.002097649,-0.006536755,0.001292886
0.036321207,0.003522723,0.007356742,0.00256474
-0.012750396,0.004170202,-0.008533418,0.001635368
-0.034671698,0.006243808,-0.014479826,0.001907721
-0.022601463,0.003958456,0.002327312,0.001091774
-0.014774992,0.003347046,-0.012357285,0.001839449
0.011918884,0.003631879,0.002403495,0.00157947
0.016488642,0.005157989,-0.000600741,0.002240491
0.001932167,0.004353588,-0.010563232,0.002510916
0.012034149,0.003397191,-0.006436519,0.002059068
0.03525873,0.002792504,0.030681192,0.002318653
-0.016709452,0.003895725,-0.00509459,0.002449151
-0.019776735,0.003131242,0.002406605,0.002272426
-0.019360322,0.004640129,-0.00777276,0.002185317
0.001150986,0.005939942,-0.017075013,0.002534578
-0.01437202,0.004390392,-0.003652759,0.003387037
0.035171542,0.004192226,0.000823081,0.001200165
-0.025250032,0.004054231,0.015822432,0.001685905
0.013388797,0.002169045,0.000562501,0.001790332
-0.010956127,0.003306486,0.008790158,0.001646919
-0.001252792,0.00350215,-0.00951109,0.001861249
0.013985043,0.003813609,-0.001491891,0.002066336
-0.011868491,0.003276222,0.000604318,0.002375004
-0.011158859,0.003804278,-0.002244093,0.000839462
